year,month,z20_mean,z20_std,z20_min,z20_max,valid_pct
2016,1,53.57742670415695,11.44816445243217,29.322852343440342,75.69736499635628,72.96296296296296
2016,2,47.100968615833665,13.650245255942727,23.413856438858858,73.25979486422162,72.96296296296296
2016,3,47.77317221835023,11.600261416974716,15.324009831241138,72.53214854433915,72.96296296296296
2016,4,41.97990160557883,11.854252360419359,10.435713944520234,66.734479543206,72.96296296296296
2016,5,43.13484098661696,13.86325061728513,5.0,74.1235718998012,72.96296296296296
2016,6,44.709978400673045,19.333400020899326,5.0,88.34078898978204,72.96296296296296
2016,7,36.55104471098703,25.523593094521054,5.0,90.8826687137656,72.96296296296296
2016,8,19.616451676369046,24.447219463459874,5.0,91.41886419216195,72.96296296296296
2016,9,11.18010060498588,16.80628302726218,5.0,78.91155290985573,72.96296296296296
2016,10,12.929454497787917,18.394050783830963,5.0,80.5936562771217,72.96296296296296
2016,11,24.152487434150952,20.43320267281232,5.0,82.29008621203276,72.96296296296296
2016,12,32.92622126437594,20.248604326886237,5.0,84.70318860543213,72.96296296296296
2017,1,33.90766430567613,19.167181270645383,7.3878620939809885,81.15271469671298,72.96296296296296
2017,2,33.786060140436156,17.768175125458832,8.712177719501813,79.61361383411594,72.96296296296296
2017,3,35.28894721564211,16.814075166012856,9.102071611186012,78.1629726096758,72.96296296296296
2017,4,39.157602950392246,18.233685287213124,6.944197374986919,87.81034792140163,72.96296296296296
2017,5,41.42104079080526,17.345222434292314,5.0,83.19511259155713,72.96296296296296
2017,6,38.43521380895497,23.966508363535276,5.0,91.32470405061046,72.96296296296296
2017,7,26.394494573999303,28.754254895543884,5.0,91.78837054176273,72.96296296296296
2017,8,6.785205394153678,9.104407483682124,5.0,69.78052162793594,72.96296296296296
2017,9,5.0,0.0,5.0,5.0,72.96296296296296
2017,10,5.0,0.0,5.0,5.0,72.96296296296296
2017,11,5.0,0.0,5.0,5.0,72.96296296296296
2017,12,19.292397719609085,14.041885066016636,5.0,51.60680126016989,72.96296296296296
2018,1,28.441652296512274,15.048902444238799,5.0,65.14217153415126,72.96296296296296
2018,2,30.51476395521473,14.865367928254793,6.554920135758682,64.51983119710384,72.96296296296296
